,genre_ids,id,name,overview,popularity,first_air_date,vote_average,vote_count,language
17,"[16, 10759, 10765, 35]",74387,Final Space,"An astronaut named Gary and his planet-destroying sidekick Mooncake embark on serialized journeys through space in order to unlock the mystery of “Final Space,” the last point in the universe, if it actually does exist.",48.326,2018-02-26,8.6,599,ko
18,"[16, 18, 10759]",61223,Akame ga Kill!,"Young Tatsumi travels to the capital of the Empire in order to earn money for his starving people and encounters a world of unimaginable depravity, dominated by the ruthless Prime Minister who controls the child Emperor. Tatsumi is recruited by Night Raid, a group of assassins dedicated to eliminating corruption by mercilessly killing officials and privileged nobles.",96.477,2014-07-07,8.6,696,ko
19,[35],97546,Ted Lasso,"Ted Lasso, an American football coach, moves to England when he’s hired to manage a soccer team—despite having no experience. With cynical players and a doubtful town, will he get them to see the Ted Lasso Way?",61.648,2020-08-14,8.6,554,en
0,[10765],96648,Sweet Home,"As humans turn into savage monsters and wreak terror, one troubled teen and his apartment neighbors fight to survive — and to hold on to their humanity.",124.148,2020-12-18,8.6,805,ja
1,"[16, 10759, 10765]",97617,The Misfit of Demon King Academy,"Anos Voldigord was a tyrannical Demon King that eradicated humans, spirits, and even the gods, but became bored of eternal warfare and reincarnated with dreams of a peaceful world. However, what awaited him in reincarnation after 2000 years were descendants who became too weak after being accustomed to peace, and all sorts of magic that deteriorated to the extreme. Anos enters Demon King Academy that gathers and educates those who are viewed as the reincarnation of the Demon King, but the academy could not see through his true powers and ends up branding him as a misfit.",111.317,2020-07-04,8.6,506,ja
2,"[16, 10765, 10759]",64196,Overlord,"In the year 2138, virtual reality gaming is booming. Yggdrasil, a popular online game is quietly shut down one day. However, one player named Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) beginning to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become.",82.076,2015-07-07,8.6,501,ko
3,"[18, 18, 10765]",96160,My Holo Love,"Go Nan Do, the owner, and creator of an IT research company must hide his existence from the world after his involvement as a hacker in a major case ten years ago. Presumed dead, the only people who knew of his existence are his step-sister and his companies CEO. Han So Yeon, an assistant manager at a glasses company, keeps her distance from people, due to her inability to recognize people’s faces.",28.294,2020-02-07,8.6,720,ja
4,[18],87108,Chernobyl,The true story of one of the worst man-made catastrophes in history: the catastrophic nuclear accident at Chernobyl. A tale of the brave men and women who sacrificed to save Europe from unimaginable disaster.,95.229,2019-05-06,8.6,3881,ja
5,"[16, 10759, 10765]",31910,Naruto Shippūden,"Naruto Shippuuden is the continuation of the original animated TV series Naruto.The story revolves around an older and slightly more matured Uzumaki Naruto and his quest to save his friend Uchiha Sasuke from the grips of the snake-like Shinobi, Orochimaru. After 2 and a half years Naruto finally returns to his village of Konoha, and sets about putting his ambitions to work, though it will not be easy, as He has amassed a few (more dangerous) enemies, in the likes of the shinobi organization; Akatsuki.",345.759,2007-02-15,8.6,6731,en
6,[35],21650,I'm in the Band,"Tripp Campbell is the new lead guitarist for Iron Weasel, a band that once ruled the world of 80s pop metal. Can he push the washed-up rockers out of his parents' guest room and back in the limelight?",41.499,2009-11-27,8.6,202,ja
7,"[16, 18, 9648]",77702,Magical Girl Site,"Aya Asagiri is a middle school girl who has problems both at school with bullying and at home from physical abuse by her brother. While browsing online, a website pops up on her computer featuring a creepy looking person. This person appears to take pity on her, and announces that she has granted Asagiri magical powers.",18.639,2018-04-07,8.6,153,en
8,"[16, 18, 10765]",61752,Hellsing Ultimate,"For over a century, the mysterious Hellsing Organization has been secretly protecting the British Empire from the undead. When Sir Integra Hellsing succeeded as the head of the organization, she also inherited the ultimate weapon against these supernatural enemies: Alucard, a rogue vampire possessing mysterious and frightening powers. Now, Hellsing must deal with a more dangerous threat than vampires.",26.443,2006-02-10,8.6,401,ja
9,"[10759, 16, 10765]",60654,Magi,"This story is about the flow of fate and the battle to keep the world on the right path. Aladdin is a boy who has set out to explore the world after being trapped in a room for most of his life. His best friend is a flute with a djinn in it named Ugo. Soon enough, Aladdin discovers he is a Magi, a magician who chooses kings, and he was born to choose kings who will follow the righteous path, battling against those who want to destroy fate. Follow his adventures as he meets others from 1001 Arabian Nights, like Ali Baba and Sinbad, and fights to keep the balance of world in check!",33.097,2012-10-07,8.6,117,ja
10,"[18, 80]",60574,Peaky Blinders,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",1491.204,2013-09-12,8.6,5998,en
11,"[16, 18, 9648]",42589,Another,"When Kouichi arrives at his new school, he immediately senses something frightening in the atmosphere of his new class, something that no student wants to talk about and that seems to be related to a mysterious and silent girl.",56.985,2012-01-10,8.6,742,en
12,"[16, 35]",72296,My First Girlfriend is a Gal,"A new school term begins, as does the season of new encounters. As he surveys his class full of couples, Hashiba Jun'ichi's mind is filled with distress as he asks himself, ""Why am I still a virgin?!"" Having heard from his friends that the easiest way to fulfill his long-standing desire to graduate from the fellowship of virgins is to kowtow to a gal, Jun'ichi does exactly that and asks his classmate Yukana out. And unbelievably, she actually agrees to date him. What will become of Jun'ichi from now on?",22.19,2017-07-12,8.6,330,ja
13,[35],2316,The Office,"The everyday lives of office employees in the Scranton, Pennsylvania branch of the fictional Dunder Mifflin Paper Company.",178.528,2005-03-24,8.6,2319,ja
14,"[35, 18, 16]",61222,BoJack Horseman,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",124.519,2014-08-22,8.6,1472,ja
15,"[18, 10751]",107329,Go Ahead,"Growing up in dysfunctional households, three individuals who are unrelated by blood treat each other like family as they yearn for the love that they cannot find at home. Eldest brother Ling Xiao, second brother He Ziqiu, and youngest sister Li Jianjian grow up together, experiencing life’s joy and strife as they support each other’s chosen paths. As Ling Xiao and He Ziqiu graduate from high school, they return to their original families. Five years later, the three are reunited, but the heartaches from their complicated family past becomes a shadow that constantly lingers. Can they finally fix their personal issues to become better versions of themselves?",36.31,2020-08-10,8.6,105,ja
16,"[16, 35]",100049,TONIKAWA: Over the Moon for You,"First comes marriage, then comes an earthbound love that is out of this world!

From the day his parents named him, Nasa Yuzaki has been destined for outer space...or so he believes. But while trying to join the space program, he is thrown for a loop when an accident introduces him to Tsukasa, a mysterious girl with strange powers. Is she an alien, a moon goddess or something else? Since she insists on marrying him, Nasa has plenty of chances to find out!",190.343,2020-10-03,8.6,1085,en
17,"[16, 10759, 10765]",95479,Jujutsu Kaisen,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",520.774,2020-10-03,8.5,2083,zh
18,"[16, 10759, 10765, 37]",30991,Cowboy Bebop,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",40.431,1998-04-03,8.5,1012,ja
19,"[10765, 18, 9648]",108284,Tale of the Nine Tailed,A nine-tailed fox settles down in the city. A female television PD chases after the nine-tailed fox.,64.808,2020-10-07,8.5,329,ko
0,"[16, 35, 18]",46041,My Little Monster,"Mizutani Shizuku finds peace in her studies.  Working hard to stay at the top of the class, alone but focused.  When she is tasked with delivering class materials to Yoshida Haru, her world starts to rapidly expand.  With some new friends and feelings, will she be able to stay focused on her studies?",25.779,2012-10-02,8.5,277,en
1,[18],71712,The Good Doctor,"Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join a prestigious hospital's surgical unit. Unable to personally connect with those around him, Shaun uses his extraordinary medical gifts to save lives and challenge the skepticism of his colleagues.",979.211,2017-09-25,8.5,10403,ja
2,"[16, 10751, 10765, 35]",37606,The Amazing World of Gumball,"The life of Gumball Watterson, a 12-year old cat who attends middle school in Elmore. Accompanied by his pet, adoptive brother, and best friend Darwin Watterson, he frequently finds himself involved in various shenanigans around the city, during which he interacts with various family members: Anais, Richard, and Nicole Watterson, and other various citizens.",193.587,2011-05-02,8.5,952,th
3,"[18, 9648, 80]",83639,Girl from Nowhere,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",80.117,2018-10-27,8.5,660,es
4,[18],99385,Unstoppable,A group of friends set out on a road trip when an unexpected fourth passenger forces an abrupt change of plans.,12.881,2020-02-28,8.5,142,en
5,"[80, 18, 9648]",69050,Riverdale,"Set in the present, the series offers a bold, subversive take on Archie, Betty, Veronica and their friends, exploring the surreality of small-town life, the darkness and weirdness bubbling beneath Riverdale’s wholesome facade.",605.979,2017-01-26,8.5,12559,en
6,"[16, 10765, 10759, 35]",60808,No Game No Life,"This is a surreal comedy that follows Sora and Shiro, shut-in NEET siblings and the online gamer duo behind the legendary username ""Kuuhaku."" They view the real world as just another lousy game; however, a strange e-mail challenging them to a chess match changes everything—the brother and sister are plunged into an otherworldly realm where they meet Tet, the God of Games.

The mysterious god welcomes the two to Disboard, a world where all forms of conflict are settled through high-stake games. This system works thanks to a fundamental rule wherein each party must wager something they deem to be of equal value to the other party's wager. In this strange land where the very idea of humanity is reduced to child’s play, the indifferent genius gamer duo of Sora and Shiro have finally found a real reason to keep playing games: to unite the sixteen races of Disboard, defeat Tet, and become the gods of this new, gaming-is-everything world.",33.723,2014-04-09,8.5,439,en
7,"[35, 80, 9648]",107113,Only Murders in the Building,Three strangers who share an obsession with true crime suddenly find themselves wrapped up in one.,73.515,2021-08-31,8.5,545,ja
8,"[16, 18]",92892,Ahiru no Sora,"A stout, weak, yet highly passionate Sora Kurumatani enters Kuzuryuu High School with hopes that he’ll fulfill his mother’s wishes to dominate his first high school tournament. However, the basketball club—turned den for delinquents—does anything but play basketball! Its club members, Momoharu Hanazono, a skilled blocker who can do power jumps but is horrible at shooting, and his twin brother Chiaki, a talented point guard, has also lost interest in the sport. With just one game overwhelmed with adrenaline rush and excitement, and Sora’s pure love for the game, the youth’s burning out spirit for basketball rekindles.",31.273,2019-10-01,8.5,155,ja
9,"[10759, 16, 35]",37585,Kenichi: The Mightiest Disciple,"Yeah, Kenichi’s a total wimp. He’s always getting picked on and doesn’t have a lot of friends to stick up for him. The guy needs motivation if he hopes to graduate in one piece. Well, Miu’s the perfect motivation. She’s hot, she accepts him, and she just so happens to live at a dojo with six martial arts masters. You could say fate has led Kenichi to their door, or you could say he was just following the hottie. Either way, he’s about to get whipped into serious shape. If he can survive some hard-core training, he might survive another day at school. He might even score with Miu. Yeah, you could call Kenichi a wimp. But let’s go with underdog instead.",74.185,2006-10-07,8.5,382,en
10,"[10765, 18]",79460,Legacies,"In a place where young witches, vampires, and werewolves are nurtured to be their best selves in spite of their worst impulses, Klaus Mikaelson’s daughter, 17-year-old Hope Mikaelson, Alaric Saltzman’s twins, Lizzie and Josie Saltzman, among others, come of age into heroes and villains at The Salvatore School for the Young and Gifted.",485.78,2018-10-25,8.5,2479,ja
11,[99],128876,The Beatles: Get Back,"The three-part documentary series, compiled from over 60 hours of unseen footage, captures the warmth, camaraderie, and creative genius that defined the legacy of music’s most iconic foursome. The series also includes – for the first time in its entirety – The Beatles’ final performance at London’s Savile Row.",19.809,2021-11-25,8.5,210,en
12,[18],74016,The Resident,"A tough, brilliant senior resident guides an idealistic young doctor through his first day, pulling back the curtain on what really happens, both good and bad, in modern-day medicine.",147.204,2018-01-21,8.5,1029,ko
13,"[18, 10765]",99966,All of Us Are Dead,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,1184.759,2022-01-28,8.5,1876,en
14,"[35, 10764]",33238,Running Man,"These days, variety entertainment is gradually disappearing. It is one of Korea's representative variety entertainment shows that has been in charge of Sunday evenings for over 10 years. In this program, many stars and members play games and missions together. It is characterized by going around several places. In particular, this program focuses solely on laughter among the many fun elements of entertainment.

Open your eyes! Big fun enters!

Open your mouth!  A big smile enters!

Open your mind! Instructive lesson enters!",152.006,2010-07-11,8.5,128,en
15,"[80, 10765]",63174,Lucifer,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",939.54,2016-01-25,8.5,11773,ko
16,"[10759, 10765, 16]",35935,Berserk,"Guts, a man who calls himself ""The Black Swordsman"", looks back upon his days serving as a member of a group of mercenaries. Led by an ambitious, ruthless, and intelligent man named Griffith, together they battle their way into the royal court, and are forced into a fate that changes their lives.",45.859,1997-10-08,8.5,292,ja
17,"[10759, 16, 10765]",4194,Star Wars: The Clone Wars,"Yoda, Obi-Wan Kenobi, Anakin Skywalker, Mace Windu and other Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",104.131,2008-10-03,8.5,1374,en
18,"[16, 10765, 35]",3793,Invader ZIM,"Invader Zim is an American animated television series created by Jhonen Vasquez. The show premiered on Nickelodeon on March 30, 2001. The series involves an extraterrestrial named Zim who originates from a planet called Irk, and his ongoing mission to conquer and destroy Earth. His various attempts to subjugate and destroy the human race are invariably undermined by some combination of his own ineptitude, his malfunctioning robot servant GIR, and a young paranormal investigator named Dib, one of the very few people attentive enough to be aware of Zim's identity.",15.927,2001-03-30,8.5,288,en
19,[18],1398,The Sopranos,"The story of New Jersey-based Italian-American mobster Tony Soprano and the difficulties he faces as he tries to balance the conflicting requirements of his home life and the criminal organization he heads. Those difficulties are often highlighted through his ongoing professional relationship with psychiatrist Jennifer Melfi. The show features Tony's family members and Mafia associates in prominent roles and story arcs, most notably his wife Carmela and his cousin and protégé Christopher Moltisanti.",148.865,1999-01-10,8.5,1712,ja
0,"[18, 10765, 35]",66330,W: Two Worlds Apart,"W, a webtoon, is written and drawn by Yeon-joo's father and follows rich boy vigilante Chul as he attempts to find the culprit who murdered his family one fateful night. Despite the webtoon's popularity, Yeon-joo's father, Seong-moo, plans to abruptly end it by having Chul killed off.",60.336,2016-07-20,8.5,694,ja
1,"[16, 35, 10759]",45857,REBORN!,"""No Good"" Tsunayoshi Sawada is next in line to become boss of the powerful Vongola mafia family. The Vongolas' most powerful hitman, a cursed gun-toting infant named Reborn, is sent to teach Tsuna how to be a boss.",40.493,2006-10-07,8.5,120,en
2,"[16, 10765, 35, 18]",78483,Kakuriyo -Bed & Breakfast for Spirits-,"After losing her grandfather, Aoi—a girl who can see spirits known as ayakashi—is suddenly approached by an ogre. Demanding she pay her grandfather’s debt, he makes a huge request: her hand in marriage! Refusing this absurd offer, Aoi decides to work at the Tenjin-ya bed and breakfast for the ayakashi to pay back what her family owes.",25.406,2018-04-02,8.5,103,ko
3,"[35, 10762, 10751]",43,31 Minutos,"Chilean television show which takes the form of a mock news broadcast, and is fronted by puppets who present various items.",14.33,2003-03-15,8.5,247,es
4,"[10759, 16, 10765]",62104,The Seven Deadly Sins,"The “Seven Deadly Sins”—a group of evil knights who conspired to overthrow the kingdom of Britannia—were said to have been eradicated by the Holy Knights, although some claim that they still live. Ten years later, the Holy Knights have staged a Coup d'état and assassinated the king, becoming the new, tyrannical rulers of the kingdom. Elizabeth, the king's only daughter, sets out on a journey to find the “Seven Deadly Sins,” and to enlist their help in taking back the kingdom.",45.882,2014-10-05,8.5,4284,ja
5,"[16, 35, 18]",31736,Eyeshield 21,"In Tokyo, a weak, unassertive boy named Sena Kobayakawa enters the high school of his choice, Deimon Private Senior High School. Sena's only remarkable physical abilities are his running speed and agility, which are noted by the school's American football team captain Yoichi Hiruma. Hiruma forces Sena to join the Deimon Devil Bats football team as its running back. To protect his identity from other teams who want to recruit him, Sena is forced to publicly assume the role of the team secretary and enter the field under the pseudonym of ""Eyeshield 21"" wearing a helmet with an eyeshield to hide his features.",26.306,2005-04-06,8.5,148,ja
6,[18],119464,Navillera,A coming-of-age drama about a 23-year-old ballerino and an old man who begins ballet at the age of 70.,19.179,2021-03-22,8.5,132,ko
7,[35],71885,grown-ish,Zoey Johnson heads to college and begins her hilarious journey to adulthood but quickly discovers that not everything goes her way once she leaves the nest.,22.806,2018-01-03,8.5,114,en
8,"[80, 18, 9648]",19885,Sherlock,A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,94.73,2010-07-25,8.5,3546,ja
9,"[10759, 16, 18, 9648]",61374,Tokyo Ghoul,"Ken Kaneki is a bookworm college student who meets a girl names Rize at a cafe he frequents. They're the same age and have the same interests, so they quickly become close. Little does Kaneki know that Rize is a ghoul – a kind of monster that lives by hunting and devouring human flesh. When part of her special organ – ""the red child"" – is transplanted into Kaneki, he becomes a ghoul himself, trapped in a warped world where humans are not the top of the food chain.",137.775,2014-07-04,8.5,1772,en
10,[35],76747,On My Block,A coming of age comedy following a diverse group of teenage friends as they confront the challenges of growing up in gritty inner-city Los Angeles.,48.516,2018-03-16,8.5,534,en
11,"[10765, 10759, 16, 9648, 35, 18]",42509,Steins;Gate,"A group of friends have customized their microwave so that it can send text messages to the past. As they perform different experiments, an organization named SERN who has been doing their own research on time travel tracks them down and now the characters have to find a way to avoid being captured by them.",33.621,2011-04-06,8.5,435,ja
12,"[16, 10759, 10765]",92592,BNA,"Morphed into a raccoon beastman, Michiru seeks refuge, and answers, with the aid of wolf beastman Shirou inside the special zone of Anima-City.",30.207,2020-04-09,8.5,316,ja
13,"[16, 35]",35894,Zatch Bell!,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Gash Bell to take care of. Little does he know that Gash is embroiled into an intense fight to see who is  the ruler of the demon world.",30.394,2003-04-06,8.5,149,ja
14,"[10759, 16, 18, 10765]",31724,Code Geass: Lelouch of the Rebellion,"Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...",41.919,2006-10-05,8.5,470,ja
15,"[10751, 16, 10759, 35, 10765]",68267,Trollhunters: Tales of Arcadia,"After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",94.359,2016-12-23,8.5,878,ko
16,[18],65143,Descendants of the Sun,A drama about the love of people who get closer as they learn to be considerate of each other in desperate times and sacrifices made by people who throw themselves into natural disasters.,26.012,2016-02-24,8.5,533,en
17,"[16, 35, 10759, 10751, 10765]",61175,Steven Universe,"A young boy takes his mother's place in a group of gemstone-based beings, and must learn to control his powers.",109.32,2013-11-04,8.5,847,ja
18,"[16, 35]",62640,Nisekoi,"Nisekoi follows high school students Raku Ichijo, the son of a leader in the yakuza faction Shuei-Gumi, and Chitoge Kirisaki, the daughter of a boss in a rival gang known as Beehive. They unexpectedly meet when Chitoge hops a wall and knees Raku in the face. After she runs off, Raku realizes he has lost his locket which was given to him by his childhood sweetheart with whom he made a secret promise. After discovering Chitoge is a new transfer student in his class, he forces her to help him look for the locket. During the search, they begin to dislike each other.[8]

Upon returning home, Raku learns that the Shuei-Gumi and Beehive gangs have agreed to settle their feud by pairing their leaders' children. Raku learns that his girlfriend-to-be is none other than Chitoge. For the next three years, they must pretend to be in a relationship to maintain peace between the gangs. This turns out to be quite a challenging task, not only because of their hatred for one another, but also because Raku has a crush on another schoolmate, Kosaki Onodera, whom he secretly wishes was the girl who bears the key to his locket. Various developments complicate the situation, including Chitoge's over-protective bodyguard, a female hitman, a girl who claims to be Raku's fiancée, and the existence of multiple keys.",25.804,2014-01-11,8.5,255,en
19,"[10759, 35, 16, 18]",82823,Boarding School Juliet,"Grigio Academy Boarding School. Students who attend this school in two countries and reside in their own dormitories. Inazuka and Persia are rival dormitory leaders, but in secret they love each other. Now, they have to keep their relationship a secret from their dorm mates, or ruined things will happen to them.",22.684,2018-10-06,8.5,140,en
0,"[18, 9648]",92983,Vagabond,"Stuntman Cha Dal-geon gets involved in a tragic airplane crash and ends up discovering a national corruption scandal in the process. Go Hae-ri, the oldest daughter of a deceased marine, decides to work for the National Intelligence Service as a secret ops agent in order to support her mom and younger siblings, although all she wanted to do is to become a civil servant.",25.494,2019-09-20,8.5,325,ko
1,"[10765, 10759, 18]",82856,The Mandalorian,"After the fall of the Galactic Empire, lawlessness has spread throughout the galaxy. A lone gunfighter makes his way through the outer reaches, earning his keep as a bounty hunter.",242.002,2019-11-12,8.5,7475,ja
2,"[18, 80, 9648, 10768, 16]",30981,Monster,"Kenzou Tenma, a Japanese brain surgeon in Germany, finds his life in utter turmoil after getting involved with a psychopath that was once a former patient.",32.932,2004-04-06,8.5,283,en
3,"[10765, 9648, 18]",6357,The Twilight Zone,"A series of unrelated stories containing drama, psychological thriller, fantasy, science fiction, suspense, and/or horror, often concluding with a macabre or unexpected twist.",24.724,1959-10-02,8.5,640,ko
4,[18],333,Jewel in the Palace,"Starring Lee Young Ae, it tells the tale of an orphaned kitchen cook who went on to become the king's first female physician. In a time when women held little influence in society, young apprentice cook Jang Geum strives to learn the secrets of Korean cooking and medicine in order to cure the King of his various ailments. It is based on the true story of Jang-geum, the first female royal physician of the Joseon Dynasty. The main themes are her perseverance and the portrayal of traditional Korean culture, including Korean royal court cuisine and traditional medicine.",21.327,2003-09-15,8.5,160,ja
5,"[10759, 16, 35]",73223,Black Clover,"Asta and Yuno are two orphans who want the same thing: to become the Wizard King. Locked in a friendly rivalry, they work hard towards their goal. While Yuno excels at magic, Asta has a problem uncommon in this world: he has no powers! But, on the day they receive their grimoires, they surprise everyone. To reach their goal, they’ll each find their own path to greatness—with or without magic.",72.67,2017-10-03,8.5,1362,ja
6,"[16, 35, 18]",42916,Toradora!,"Ryūji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger."" One day, an embarrassing mistake causes the two students to cross paths. Ryūji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yūsaku Kitamura, who happens to be his best friend. But things only get crazier when Ryūji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.",22.494,2008-10-02,8.5,416,en
7,"[16, 18, 10759]",42444,Saint Seiya,"Ages ago, the goddess Athena was served by fighters called Saints who channeled the power of the Cosmos within them. Now a youth named Seiya has trained to become a Saint himself by earning the mystical Cloth of Pegasus. He is joined by other Saints with Cloths of their own to fight for Athena.",121.633,1986-10-11,8.5,844,ko
8,"[16, 18, 10765, 10768]",69346,Saga of Tanya the Evil,"On the front lines of the war, Tanya Degurechaff, blond hair, blue eyes, and porcelain white skin, commands her squad with lisping voice. Actually, she is one of Japan's most elite salary men, reborn as a little girl into a world of magical warfare after angering a mysterious being who calls himself God.",38.314,2017-01-06,8.5,281,ja
9,"[10751, 35, 18]",2004,Malcolm in the Middle,"A gifted young teen tries to survive life with his dimwitted, dysfunctional family.",205.222,2000-01-09,8.5,2997,ja
10,"[18, 10765]",89641,Love Alarm,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",100.555,2019-08-22,8.5,1680,en
11,"[16, 10765, 10759]",33217,Young Justice,Teenage superheroes strive to prove themselves as members of the Justice League.,96.722,2010-11-26,8.5,841,ko
12,"[10765, 18]",93846,The King: Eternal Monarch,"When a gateway opens to a parallel universe in modern-day Korea, a king must step into another world in search of answers to a long-unanswered mystery.",42.653,2020-04-17,8.5,699,ja
13,"[16, 10765, 18]",42671,Elfen Lied,"The Diclonius, a mutated homo sapien that is said to be selected by God and will eventually become the destruction of mankind, possesses two horns in their heads, and has a ""sixth sense"" which gives it telekinetic abilities. Due to this dangerous power, they have been captured and isolated in laboratories by the government. Lucy, a young and psychotic Diclonius, manages to break free of her confines and brutally murder most of the guards in the laboratory, only to get shot in the head as she makes her escape. She survives and manages to drift along to a beach, where two teenagers named Kouta and Yuka discovers her. Having lost her memories, she was named after the only thing that she can now say, ""Nyuu,"" and the two allow her to stay at Kouta's home. However, it appears that the evil ""Lucy"" is not dead just yet...",45.993,2004-07-25,8.5,961,ja
14,"[16, 35, 10765]",67676,The Disastrous Life of Saiki K.,"Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, Kusuo Saiki finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss.",39.439,2016-07-11,8.5,202,ja
15,"[16, 18, 10765, 10759]",61459,Parasyte -the maxim-,"A species of parasitic aliens descends on Earth and quickly infiltrates humanity by entering the brains of vulnerable targets; insatiable beings that gain total control of their host and are capable of transforming themselves to feed on unsuspecting prey. High school student Shinichi Izumi falls victim to one of these parasites, but the creature fails to take over his brain and ends up in his right hand.",62.191,2014-10-09,8.5,813,ja
16,[99],68595,Planet Earth II,David Attenborough presents a documentary series exploring how animals meet the challenges of surviving in the most iconic habitats on earth.,25.579,2016-11-06,8.5,567,en
17,"[16, 18]",9160,Candy Candy,"Candy Candy is a Japanese novel, manga, and anime series. The main character, Candice ""Candy"" White Ardlay is a blonde girl with freckles, large emerald green eyes and long, curly hair, worn in pigtails with bows. Candy Candy first appeared in a prose novel by famed Japanese writer Kyoko Mizuki in April 1975. When Mizuki joined forces with manga artist Yumiko Igarashi, the Japanese magazine Nakayoshi became interested in Candy Candy. The series was serialized as a manga series in the magazine for four years and won the 1st Kodansha Manga Award for shōjo in 1977. The story was adapted into an anime series by Toei Animation. There are also several Candy Candy movies which were never released outside of Japan.",54.81,1976-10-01,8.5,428,en
18,"[10759, 10765, 18]",110492,Peacemaker,"The continuing story of Peacemaker – a compellingly vainglorious man who believes in peace at any cost, no matter how many people he has to kill to get it – in the aftermath of the events of “The Suicide Squad.”",651.107,2022-01-13,8.5,1572,ja
19,"[16, 10765, 10759]",105971,The Bad Batch,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,59.291,2021-05-04,8.5,589,en
0,[18],80350,New Amsterdam,"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",148.519,2018-09-25,8.5,684,en
1,"[10765, 10759, 16]",2723,Samurai Jack,"A great warrior is displaced to the distant future by the evil shape-shifting wizard Aku. The world has become a bleak place under the rule of Aku, segregated into fantastic tribes and ruled by Aku's evil robot warlords. Jack travels this foreign landscape in search of a time portal that can return him to his home time so he can ""undo the future that is Aku!"".",40.412,2001-08-10,8.5,517,en
